"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Feb 01 20:52:00 GMT 2022","Tue Feb 01 20:52:00 GMT 2022","2","","br.edu.mcesar.tests.LoginTest","","br.edu.mcesar.tests.LoginTest","","LoginTest",""
