"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jan 31 13:33:57 GMT 2022","Mon Jan 31 13:33:57 GMT 2022","1","","br.edu.mcesar.tests.LoginTest","","br.edu.mcesar.tests.LoginTest","","LoginTest",""
